Title, Price ,Village,Kaza,Summary,Area,Furnished?,Floor Number,Details,Website
Ballouneh 250m2 - Brand New - High End - Panoramic View -,"$250,000 ",Ballouneh, Keserouan,Bedroom(s): 4 | Bathroom(s): 5,250 SQM,Unfurnished,1,"This property contains: Central A/C & heating, Covered Parking, Maids Room, Private Garden, Security, Walk-in Closet",https://olx.com.lb/ad/ballouneh-250m2-brand-new-high-end-panoramic-view-ID107772624.html
Ajaltoun 300m2 Villa | 175m2 Gardens | Designer's Signature |,"$550,000 ",Ajaltoun, Keserouan,Bedroom(s): 4 | Bathroom(s): 5,300 SQM,Semi-furnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden, Security, Study, Walk-in Closet",https://olx.com.lb/ad/ajaltoun-300m2-villa-175m2-gardens-designers-signature-ID107600749.html
126m2 apartment for sale in beirut mazraa barbir,"$225,000 ",Mazraa, Beirut,Bedroom(s): 2 | Bathroom(s): 2,126 SQM,Unfurnished,7,"This property contains: Balcony, Covered Parking, Security",https://olx.com.lb/ad/126m2-apartment-for-sale-in-beirut-mazraa-barbir-ID106289634.html
Ballouneh 190m2 - designer's signature - impressive view -,"$120,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,190 SQM,Unfurnished,2,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/ballouneh-190m2-designers-signature-impressive-view-ID106139210.html
Ballouneh 170m2 | Lease To Own | Super Luxury | Panoramic view | New |,"$180,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,170 SQM,Unfurnished,2,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden, Security, Study",https://olx.com.lb/ad/ballouneh-170m2-lease-to-own-super-luxury-panoramic-view-new-ID105832106.html
??? ????? ?????? ??? ??? ? ??? ????? + ???? +????,"$1,500,000 ",Sodeco, Beirut,Bedroom(s): 3 | Bathroom(s): 2,500 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B3%D9%88%D8%AF%D9%8A%D9%83%D9%88-%D9%A5%D9%A0%D9%A0-%D9%85%D8%AA%D8%B1-%D9%A3-%D9%86%D9%88%D9%85-%D9%85%D8%A7%D8%B3%D8%AA%D8%B1-%D9%85%D8%B3%D8%A8%D8%AD-%D9%86%D8%A7%D8%AF%D9%8A-ID114909463.html
Apartment | Sahel alma | Sea view | PLS 25225,"$120,000 ",Sahel Alma, Keserouan,Bedroom(s): 3 | Bathroom(s): 2,160 SQM,Unfurnished,2,No Data,https://olx.com.lb/ad/apartment-sahel-alma-sea-view-pls-25225-ID114735176.html
Apartment | Brand new | Open view | Jbeil | PLS 25259/6-B,"$75,000 ",Breij, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,102 SQM,Unfurnished,2,No Data,https://olx.com.lb/ad/apartment-brand-new-open-view-jbeil-pls-252596-b-ID114714972.html
Eddeh | New Apartment | ???? | ??? ????? |PLS25211,"$160,000 ",Eddeh, Jbeil,Bedroom(s): 3 | Bathroom(s): 3,160 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/eddeh-new-apartment-%D8%A7%D8%AF%D9%87-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-pls25211-ID114626651.html
Zouk Mosbeh | Apartment |calm area|5 mins from the highway |PLS24670-4,"$200,000 ",Zouk Mosbeh, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,190 SQM,Unfurnished,3,No Data,https://olx.com.lb/ad/zouk-mosbeh-apartment-calm-area5-mins-from-the-highway-pls24670-4-ID114090928.html
Appartment at mar chaaya prime location 160 sqm 3 bedrooms,"$160,000 ",Mar Chaaya, Metn,Bedroom(s): 3 | Bathroom(s): 2,160 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/appartment-at-mar-chaaya-prime-location-160-sqm-3-bedrooms-ID114909450.html
jdita luxurious apartment for sale Ref #,"$300,000 ",Jdita, Zahle,Bedroom(s): 4 | Bathroom(s): 4,260 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/jdita-luxurious-apartment-for-sale-ref-ID114026667.html
Chtaura prime location luxurious Ref # 1018,"$379,000 ",Chtoura, Zahle,Bedroom(s): 4 | Bathroom(s): 4,312 SQM,No Data,No Data,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/chtaura-prime-location-luxurious-ref-1018-ID112600007.html
Kfarhbab brand new luxurious 4 parking for sale Ref # 857,"$425,000 ",Kfar Hbab, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,279 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/kfarhbab-brand-new-luxurious-4-parking-for-sale-ref-857-ID112599906.html
Dik el mehdi apartment with 40 sqm terrace Ref # 2544,"$110,000 ",Dik El Mehdi, Metn,Bedroom(s): 3 | Bathroom(s): 3,173 SQM,No Data,No Data,"This property contains: Balcony, Built in Wardrobes, Maids Room",https://olx.com.lb/ad/dik-el-mehdi-apartment-with-40-sqm-terrace-ref-2544-ID111072964.html
HIGH-END FINISHING PANORAMIC VIEW Located in Bchamoun,"$70,000 ",Bchamoun, Aley,Bedroom(s): 2 | Bathroom(s): 2,120 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/high-end-finishing-panoramic-view-located-in-bchamoun-ID114911215.html
Get this Furnished Unblockable View apartment in kfarhbab! REF#HW51497,"$400,000 ",Kfar Hbab, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,325 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/get-this-furnished-unblockable-view-apartment-in-kfarhbab-refhw51497-ID114724198.html
L10593-Furnished Apartment For Sale in Halat With A Beautiful Seaview,"$120,000 ",Halat, Jbeil,Bedroom(s): 3 | Bathroom(s): 3,170 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Pets Allowed",https://olx.com.lb/ad/l10593-furnished-apartment-for-sale-in-halat-with-a-beautiful-seaview-ID114858115.html
"Hot Deal (120Sq) In Broumana Prime , ??? ????? ?? ??????","$119,000 ",Broummana, Metn,Bedroom(s): 2 | Bathroom(s): 2,120 SQM,Unfurnished,3,"This property contains: Balcony, Covered Parking, Maids Room, Pets Allowed, Security",https://olx.com.lb/ad/hot-deal-120sq-in-broumana-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A8%D8%B1%D9%85%D8%A7%D9%86%D8%A7-ID111142644.html
"??? ????? ????? ,? ??? - Apartment for sale at dam w farez","$103,000 ",Dam wa Farz, Tripoli,Bedroom(s): 3 | Bathroom(s): 2,130 SQM,No Data,8,This property contains: Balcony,https://olx.com.lb/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%A7%D9%84%D8%B6%D9%85-%D9%88-%D9%81%D8%B1%D8%B2-apartment-for-sale-at-dam-w-farez-ID114769015.html
Apartment for Sale in Blat!!,"$80,000 ",Blat, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,190 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Pets Allowed, Elevator",https://olx.com.lb/ad/apartment-for-sale-in-blat-ID114847121.html
Apartment | Haret Sakher | Sea view | High end | ??? ????? | PLS25276,"$220,000 ",Haret Sakher, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,200 SQM,No Data,1,"This property contains: Central A/C & heating, Storage room",https://olx.com.lb/ad/apartment-haret-sakher-sea-view-high-end-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-pls25276-ID114749286.html
New mar takla duplex brand new terrace 41 sqm Ref # 1166,"$310,000 ",Mar Takla, Baabda,Bedroom(s): 2 | Bathroom(s): 4,258 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/new-mar-takla-duplex-brand-new-terrace-41-sqm-ref-1166-ID112600059.html
Chtaura luxurious apartment prime location Ref # 1017,"$324,000 ",Chtoura, Zahle,Bedroom(s): 3 | Bathroom(s): 4,265 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/chtaura-luxurious-apartment-prime-location-ref-1017-ID112599992.html
Dik el mehdi new apartment nice location Ref# 2864,"$125,000 ",Dik El Mehdi, Metn,Bedroom(s): 3 | Bathroom(s): 3,165 SQM,No Data,4,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/dik-el-mehdi-new-apartment-nice-location-ref-2864-ID111707990.html
Appartment for sale at beit mery unblockable Sea View,"$150,000 ",Beit Mery, Metn,Bedroom(s): 2 | Bathroom(s): 2,170 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/appartment-for-sale-at-beit-mery-unblockable-sea-view-ID114909444.html
R899 Unfurnished Apartment for Sale in Ras el Nabeh,"$600,000 ",Ras Al Nabaa, Beirut,Bedroom(s): 3 | Bathroom(s): 4,210 SQM,Unfurnished,7,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Elevator",https://olx.com.lb/ad/r899-unfurnished-apartment-for-sale-in-ras-el-nabeh-ID114909441.html
Ksara deluxe fully furnished REf#4144,"$115,000 ",Ksara, Zahle,Bedroom(s): 2 | Bathroom(s): 2,145 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/ksara-deluxe-fully-furnished-ref4144-ID114248839.html
Ballouneh brand new duplex Ref#3960,"$364,500 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,243 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/ballouneh-brand-new-duplex-ref3960-ID114247609.html
Sehayleh brand new apartment with 180 sqm terrace Ref#3964,"$282,000 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,235 SQM,Unfurnished,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/sehayleh-brand-new-apartment-with-180-sqm-terrace-ref3964-ID114247518.html
Brand new apartment in shaileh with 76 sqm terrace . Ref#3965,"$288,400 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,240 SQM,Unfurnished,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/brand-new-apartment-in-shaileh-with-76-sqm-terrace-ref3965-ID114247480.html
sahel alma decorated furnished apartment one unit per floor Ref 3724,"$285,000 ",Sahel Alma, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,250 SQM,No Data,5,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/sahel-alma-decorated-furnished-apartment-one-unit-per-floor-ref-3724-ID112957016.html
Chtaura brand new luxurious apartment Ref # 1016,"$312,000 ",Chtoura, Zahle,Bedroom(s): 3 | Bathroom(s): 4,255 SQM,No Data,No Data,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/chtaura-brand-new-luxurious-apartment-ref-1016-ID112599977.html
Ballouneh | Apartment | Calm Area | ??? ????? ?? ????? |PLS24628/2,"$160,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,220 SQM,Unfurnished,2,This property contains: Maids Room,https://olx.com.lb/ad/ballouneh-apartment-calm-area-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A8%D9%84%D9%88%D9%86%D9%87-pls246282-ID111295366.html
Dekweneh decorated apartment Ref # 2219,"$150,000 ",Dekwaneh, Metn,Bedroom(s): 3 | Bathroom(s): 2,300 SQM,No Data,No Data,"This property contains: Balcony, Built in Wardrobes, Maids Room",https://olx.com.lb/ad/dekweneh-decorated-apartment-ref-2219-ID110247035.html
Sehayleh brand new apartment with terrace 200sqm ReF#3962,"$352,083 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,282 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/sehayleh-brand-new-apartment-with-terrace-200sqm-ref3962-ID114247566.html
sin el fil brand new apartment two parking open view Ref # 3798,"$145,000 ",Sin El Fil, Metn,Bedroom(s): 3 | Bathroom(s): 3,145 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/sin-el-fil-brand-new-apartment-two-parking-open-view-ref-3798-ID114028484.html
mar mikhael two bedrooms apartmenr furnished Ref # 3790,"$318,000 ",Mar Mkhayel, Beirut,Bedroom(s): 2 | Bathroom(s): 1,106 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances",https://olx.com.lb/ad/mar-mikhael-two-bedrooms-apartmenr-furnished-ref-3790-ID114028365.html
Mansourieh decorated apartment 60 sqm garden Ref # 3332,"$220,000 ",Mansourieh, Metn,Bedroom(s): 3 | Bathroom(s): 4,240 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Private Garden",https://olx.com.lb/ad/mansourieh-decorated-apartment-60-sqm-garden-ref-3332-ID112467060.html
mansourieh Fully decorated apartment 50 sqm terrace Ref # 3319,"$155,000 ",Mansourieh, Metn,Bedroom(s): 3 | Bathroom(s): 3,194 SQM,No Data,1,"This property contains: Balcony, Central A/C & heating, Maids Room",https://olx.com.lb/ad/mansourieh-fully-decorated-apartment-50-sqm-terrace-ref-3319-ID112451663.html
Mar Roukoz Luxurious fully decorated apartment Ref # 2774,"$250,000 ",Mar Roukoz, Metn,Bedroom(s): 4 | Bathroom(s): 5,254 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/mar-roukoz-luxurious-fully-decorated-apartment-ref-2774-ID111514638.html
Ballouneh | Apartment |Mountain View | ??? ????? ?? ????? |PLS24628/3,"$260,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,440 SQM,Unfurnished,3,This property contains: Maids Room,https://olx.com.lb/ad/ballouneh-apartment-mountain-view-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A8%D9%84%D9%88%D9%86%D9%87-pls246283-ID111295423.html
"??? ?????? ????? ???? ""?????? ??????""
?????? ?????? ""????? ???????","$700,000 ",Ghadir, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,700 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/%D8%B4%D9%82%D8%A9-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%BA%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%8A-%D8%A7%D9%84%D8%B3%D8%B7%D8%AD-%D9%88%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D8%B3-ID114909434.html
antelias apartment prime location Ref # 3524,"$260,000 ",Antelias, Metn,Bedroom(s): 3 | Bathroom(s): 2,210 SQM,No Data,No Data,This property contains: Balcony,https://olx.com.lb/ad/antelias-apartment-prime-location-ref-3524-ID112737721.html
Mansourieh Apartment with 235 sqm terrace 4 parking Ref # 3480,"$249,000 ",Mansourieh, Metn,Bedroom(s): 3 | Bathroom(s): 4,329 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/mansourieh-apartment-with-235-sqm-terrace-4-parking-ref-3480-ID112683426.html
new mar takla brand new Ref #1160,"$179,000 ",Mar Takla, Baabda,Bedroom(s): 3 | Bathroom(s): 3,149 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/new-mar-takla-brand-new-ref-1160-ID112598980.html
new mar takla brand new open view Ref # 1202,"$150,000 ",Mar Takla, Baabda,Bedroom(s): 2 | Bathroom(s): 2,125 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/new-mar-takla-brand-new-open-view-ref-1202-ID112598969.html
Haret sakherfurnished panoramic view Ref # 3081,"$135,000 ",Haret Sakher, Keserouan,Bedroom(s): 3 | Bathroom(s): 2,150 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances",https://olx.com.lb/ad/haret-sakherfurnished-panoramic-view-ref-3081-ID111977410.html
arayia uncompleted villa cash payment Ref # 976,"$250,000 ",Aaraiya, Baabda,Bedroom(s): 4 | Bathroom(s): 3,300 SQM,No Data,No Data,"This property contains: Balcony, Maids Room",https://olx.com.lb/ad/arayia-uncompleted-villa-cash-payment-ref-976-ID111822194.html
luxurious brand new apartment with 270 sqm terrace cash Ref # 786,"$1,450,000 ",Yarzeh, Baabda,Bedroom(s): 3 | Bathroom(s): 5,490 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/luxurious-brand-new-apartment-with-270-sqm-terrace-cash-ref-786-ID111774593.html
zahle independent furnished house cash payment Ref # 1981,"$750,000 ",Ain el Ghossein, Zahle,Bedroom(s): 4 | Bathroom(s): 4,720 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Walk-in Closet",https://olx.com.lb/ad/zahle-independent-furnished-house-cash-payment-ref-1981-ID109524096.html
zahle new apartment with 120 sqm garden cash Ref # 1302,"$250,000 ",Ksara, Zahle,Bedroom(s): 3 | Bathroom(s): 4,250 SQM,No Data,No Data,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Private Garden",https://olx.com.lb/ad/zahle-new-apartment-with-120-sqm-garden-cash-ref-1302-ID109356157.html
Jbeil brand new apartment with 70sqm garden REF#4140,"$155,000 ",Jbeil Town, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,148 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/jbeil-brand-new-apartment-with-70sqm-garden-ref4140-ID114244633.html
new mar takla brand new under construction Ref # 1161,"$183,000 ",Mar Takla, Baabda,Bedroom(s): 3 | Bathroom(s): 3,152 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/new-mar-takla-brand-new-under-construction-ref-1161-ID112598988.html
Antelias decorated apartment hot deal Ref # 3024,"$120,000 ",Antelias, Metn,Bedroom(s): 3 | Bathroom(s): 3,200 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Wardrobes, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/antelias-decorated-apartment-hot-deal-ref-3024-ID111909424.html
brand new apartment open view cash payment Ref # 2432,"$225,000 ",Furn Al Chebak, Beirut,Bedroom(s): 3 | Bathroom(s): 3,172 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/brand-new-apartment-open-view-cash-payment-ref-2432-ID110752138.html
R929 Luxurious Apartment For Sale in Spears,"$650,000 ",Spears, Beirut,Bedroom(s): 3 | Bathroom(s): 4,215 SQM,Unfurnished,No Data,"This property contains: Central A/C & heating, Covered Parking, Maids Room, Shared Gym, Shared Pool, Elevator, Storage room",https://olx.com.lb/ad/r929-luxurious-apartment-for-sale-in-spears-ID114909421.html
Super deluxe Duplex  280Sqm with roof | Broummana/Mar Chaaya,"$300,000 ",Broummana, Metn,Bedroom(s): 4 | Bathroom(s): 4,280 SQM,Unfurnished,3,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/super-deluxe-duplex-280sqm-with-roof-broummanamar-chaaya-ID112869870.html
110 SQM Apartment Located in a very calm area in jbeil! REF#EZ51716,"$70,000 ",Jbeil Town, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,110 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/110-sqm-apartment-located-in-a-very-calm-area-in-jbeil-refez51716-ID114814296.html
Brand new apartment in ballouneh with 65 sqm terrace. REf#3961,"$249,600 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,208 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/brand-new-apartment-in-ballouneh-with-65-sqm-terrace-ref3961-ID114247592.html
luxury apartment for sale / ??? ????? ?????,"$154,000 ",Medyar, Chouf,Bedroom(s): 2 | Bathroom(s): 3,150 SQM,Unfurnished,2,No Data,https://olx.com.lb/ad/luxury-apartment-for-sale-%D8%B4%D9%82%D9%82-%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID114863713.html
Apartment For sale at Qornet Chehouane,"$439,000 ",Qornet Chehouane, Metn,Bedroom(s): 3 | Bathroom(s): 5,299 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden",https://olx.com.lb/ad/apartment-for-sale-at-qornet-chehouane-ID112647050.html
Prime location in Adonis  ??? ???? ????? ??????,"$78,000 ",Adonis, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,115 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/prime-location-in-adonis-%D8%B4%D9%82%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A-%D8%A7%D8%AF%D9%88%D9%86%D9%8A%D8%B3-ID114552023.html
apartment for sale in jeita 220 SQM REF#NW56142,"$155,000 ",Jeita, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,220 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/apartment-for-sale-in-jeita-220-sqm-refnw56142-ID114816253.html
Tilal Win Saade apartment for only for 78.000$,"$78,000 ",Tilal Ain Saade, Metn,Bedroom(s): 3 | Bathroom(s): 2,150 SQM,Appliances only,1,"This property contains: Balcony, Central A/C & heating, Covered Parking, Pets Allowed, Elevator, Storage room",https://olx.com.lb/ad/tilal-win-saade-apartment-for-only-for-78000-ID114910842.html
Furnished 400m2 duplex + 100m2 terrace + open view for sale in Dbayeh,"$350,000 ",Dbaye, Metn,Bedroom(s): 4 | Bathroom(s): 5,435 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/furnished-400m2-duplex-100m2-terrace-open-view-for-sale-in-dbayeh-ID112806569.html
Sehayleh brand new apartment nice neighborhood ReF#3963,"$218,750 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,175 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/sehayleh-brand-new-apartment-nice-neighborhood-ref3963-ID114247546.html
yarzeh brand new apartment cash payment Ref # 2943,"$380,000 ",Yarzeh, Baabda,Bedroom(s): 3 | Bathroom(s): 3,215 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/yarzeh-brand-new-apartment-cash-payment-ref-2943-ID111815720.html
